"V1","V2","V3","V4","V5","class"
0.780222,0.054069,0.03177,0.417912,0.23704,0
0.724972,0.047186,0.029517,0.306479,0.168195,0
0.811066,0.043725,0.025347,0.29279,0.112154,0
0.679514,0.055999,0.032735,0.323845,0.129055,0
0.660892,0.0596,0.037053,0.450414,0.148382,0
0.66118,0.049645,0.027887,0.334884,0.291457,0
0.751401,0.048557,0.027317,0.263744,0.131282,0
0.690963,0.060368,0.032818,0.333977,0.078377,0
0.701215,0.043549,0.023143,0.332763,0.119727,0
0.638273,0.061956,0.033427,0.381735,0.128812,0
0.741562,0.055068,0.030528,0.391411,0.172843,0
0.638038,0.048477,0.024441,0.365727,0.088846,0
0.651921,0.047607,0.022293,0.303648,0.306423,0
0.610979,0.049065,0.026922,0.392907,0.069073,0
0.644057,0.051012,0.027583,0.356867,0.23601,0
0.712987,0.033364,0.015988,0.149742,0.077579,0
0.717483,0.048321,0.021142,0.360716,0.181213,0
0.642153,0.046618,0.02425,0.343094,0.109957,0
0.640574,0.037991,0.016998,0.207112,0.134509,0
0.710854,0.044204,0.0214,0.288605,0.183046,0
0.815985,0.048386,0.028446,0.359404,0.16472,0
0.726935,0.037046,0.016347,0.201379,0.078889,0
0.601743,0.047391,0.020494,0.354477,0.223094,0
0.744478,0.050371,0.028122,0.383377,0.152369,0
0.65746,0.044993,0.021767,0.312576,0.2522,0
0.745273,0.038101,0.018222,0.237192,0.084296,0
0.72696,0.044364,0.021137,0.309479,0.126584,0
0.710639,0.038105,0.01872,0.234154,0.084731,0
0.769224,0.040012,0.023265,0.257805,0.146989,0
0.684857,0.049494,0.024376,0.323546,0.134703,0
0.611234,0.054185,0.026968,0.362671,0.14846,0
0.648755,0.045813,0.020095,0.284561,0.169707,0
0.652238,0.045099,0.023824,0.286495,0.138698,0
0.712085,0.050695,0.022941,0.367016,0.068291,0
0.743799,0.042326,0.019557,0.233501,0.095922,0
0.694602,0.035139,0.014501,0.176016,0.141107,0
0.772336,0.045173,0.022941,0.268767,0.164116,0
0.805034,0.040734,0.024398,0.314396,0.05208,0
0.640764,0.044653,0.023697,0.239909,0.060601,0
0.692566,0.044893,0.025933,0.269214,0.153794,0
0.544814,0.041584,0.024884,0.288031,0.116905,0
0.656432,0.042286,0.021039,0.228668,0.109353,0
0.765249,0.037353,0.016021,0.21426,0.102739,0
0.779189,0.04051,0.019163,0.235926,0.105073,0
0.812481,0.036836,0.017889,0.241522,0.119195,0
0.617562,0.039031,0.015558,0.196713,0.159587,0
0.7483,0.039962,0.019122,0.202617,0.10931,0
0.590018,0.036836,0.0232,0.243111,0.177167,0
0.74811,0.040734,0.015763,0.269112,0.101959,0
0.727998,0.042363,0.023832,0.330648,0.139462,0
0.547371,0.039531,0.017112,0.291561,0.127758,0
0.798074,0.040471,0.019931,0.305071,0.095777,0
0.728279,0.045996,0.022483,0.326698,0.096481,0
0.646841,0.045226,0.022751,0.277077,0.230126,0
0.803237,0.038376,0.022077,0.220886,0.083785,0
0.521228,0.046133,0.024042,0.316779,0.115366,0
0.683747,0.037912,0.016906,0.240415,0.091478,0
0.621688,0.043965,0.023254,0.337437,0.110406,0
0.635473,0.044843,0.024849,0.339503,0.154026,0
0.733699,0.045374,0.022525,0.291088,0.167827,0
0.763284,0.043015,0.018019,0.244766,0.080934,0
0.702859,0.035061,0.013274,0.138702,0.077653,0
0.656434,0.041571,0.02048,0.219482,0.220421,0
0.654106,0.038833,0.020036,0.252869,0.225762,0
0.616795,0.078435,0.04402,0.468898,0.173855,0
0.765409,0.078826,0.043142,0.457474,0.148328,0
0.640105,0.08074,0.046113,0.443372,0.119644,0
0.597372,0.074531,0.04648,0.488255,0.137877,0
0.628578,0.07768,0.045286,0.447876,0.09793,0
0.632985,0.078991,0.048132,0.481151,0.06893,0
0.75457,0.080428,0.047157,0.476163,0.121046,0
0.772336,0.077836,0.042209,0.403585,0.140486,0
0.694378,0.074041,0.041559,0.463609,0.125787,0
0.726428,0.064133,0.034371,0.36156,0.198712,0
0.644351,0.077651,0.045273,0.449884,0.201486,0
0.597272,0.057336,0.034599,0.347159,0.116416,0
0.736765,0.044764,0.020985,0.217333,0.113441,0
0.677806,0.053775,0.038917,0.245229,0.109969,0
0.737713,0.04932,0.028582,0.199571,0.175663,0
0.691388,0.056708,0.033837,0.346536,0.247883,0
0.643116,0.047057,0.02035,0.229873,0.117264,0
0.807758,0.045931,0.028203,0.261114,0.1175,0
0.686544,0.057274,0.032364,0.294961,0.143517,0
0.732408,0.053177,0.027723,0.326993,0.184245,0
0.610397,0.044151,0.027799,0.263651,0.180861,0
0.613538,0.074487,0.041076,0.405803,0.165455,0
0.81705,0.073794,0.040752,0.39647,0.175709,0
0.644331,0.047808,0.029094,0.285604,0.140568,0
0.670133,0.069669,0.039711,0.35028,0.110792,0
0.767491,0.05284,0.030806,0.263383,0.098394,0
0.748568,0.056831,0.031442,0.250276,0.153477,0
0.615211,0.038569,0.018646,0.191233,0.16942,0
0.611765,0.053259,0.027734,0.364421,0.198324,0
0.59676,0.048963,0.02035,0.142637,0.105414,0
0.696423,0.062455,0.032496,0.385969,0.165449,0
0.748032,0.055225,0.02934,0.340267,0.1897,0
0.724927,0.046031,0.022212,0.200054,0.094901,0
0.592234,0.056103,0.026592,0.332658,0.08733,0
0.531331,0.064202,0.034347,0.388858,0.047268,0
0.670045,0.052413,0.025532,0.22168,0.110957,0
0.778598,0.06004,0.027475,0.299082,0.073977,0
0.726718,0.05955,0.030065,0.331495,0.078664,0
0.582647,0.063235,0.034044,0.389189,0.171731,0
0.603796,0.046364,0.023265,0.246553,0.102193,0
0.651251,0.06113,0.032142,0.319703,0.160194,0
0.785311,0.056986,0.027775,0.370113,0.201886,0
0.851606,0.063977,0.033951,0.422614,0.158642,0
0.74252,0.060117,0.03102,0.278358,0.08601,0
0.618763,0.061357,0.03035,0.41677,0.159226,0
0.677164,0.060788,0.029918,0.271027,0.117619,0
0.594675,0.066672,0.037981,0.44784,0.103406,0
0.76075,0.057336,0.029742,0.422284,0.075603,0
0.695265,0.041809,0.019979,0.153876,0.117082,0
0.597426,0.06142,0.033273,0.370042,0.115234,0
0.770423,0.059357,0.033045,0.368781,0.23908,0
0.805037,0.041334,0.020828,0.143089,0.074293,0
0.636197,0.063244,0.034159,0.391268,0.132081,0
0.625662,0.044434,0.023998,0.166743,0.097046,0
0.76529,0.067267,0.035364,0.41738,0.21254,0
0.541638,0.067788,0.029936,0.390182,0.150478,0
0.710546,0.043489,0.024366,0.185977,0.083376,0
0.690367,0.043795,0.023815,0.222129,0.110673,0
0.704855,0.061691,0.03319,0.334557,0.107349,0
0.660301,0.065632,0.034772,0.343651,0.139415,0
0.526944,0.076195,0.039303,0.448324,0.131043,0
0.636356,0.072788,0.03917,0.40949,0.150984,0
0.635251,0.062894,0.035894,0.366834,0.173173,0
0.720854,0.048891,0.026066,0.197689,0.147414,0
0.656229,0.075008,0.043028,0.488131,0.174168,0
0.653651,0.064865,0.034848,0.376333,0.234392,0
0.616993,0.056598,0.029562,0.308292,0.161607,0
0.752533,0.068994,0.036218,0.442306,0.22085,0
0.762906,0.070073,0.037909,0.447325,0.289384,0
0.737278,0.052143,0.029338,0.217013,0.111809,0
0.804523,0.04933,0.029683,0.306634,0.127343,0
0.723108,0.058874,0.033108,0.394492,0.154674,0
0.762436,0.057986,0.034275,0.366354,0.214438,0
0.679492,0.042854,0.018646,0.140999,0.078536,0
0.603456,0.052115,0.027583,0.24465,0.092099,0
0.733814,0.050016,0.026846,0.31646,0.122858,0
0.853538,0.069669,0.040243,0.490883,0.12496,0
0.533718,0.060628,0.030324,0.385416,0.124382,0
0.766714,0.062148,0.030497,0.355837,0.181319,0
0.721607,0.066864,0.036326,0.350689,0.114059,0
0.801591,0.077451,0.040558,0.453017,0.203678,0
0.74664,0.061731,0.036182,0.373782,0.140664,0
0.77045,0.041931,0.020122,0.127647,0.085689,0
0.782569,0.06058,0.028884,0.272872,0.095656,0
0.634231,0.051347,0.027674,0.241011,0.110741,0
0.865766,0.052593,0.028446,0.2327,0.053429,0
0.696505,0.049598,0.02456,0.22107,0.250633,0
0.736061,0.060166,0.032008,0.349013,0.091963,0
0.562958,0.056614,0.030875,0.31754,0.180902,0
0.651143,0.06373,0.036357,0.417887,0.18277,0
0.757362,0.060794,0.032008,0.327489,0.217711,0
0.627398,0.055766,0.026442,0.331729,0.203078,0
0.750489,0.049836,0.023016,0.228666,0.121826,0
0.736134,0.051355,0.024946,0.260736,0.0811,0
0.620211,0.050873,0.029218,0.306835,0.141224,0
0.546905,0.056239,0.032267,0.342394,0.074282,0
0.636123,0.059091,0.025831,0.31297,0.130821,0
0.691986,0.06672,0.032818,0.364203,0.125888,0
0.583491,0.078112,0.041132,0.467134,0.091853,0
0.684689,0.079751,0.044121,0.481998,0.137716,0
0.766798,0.073007,0.0356,0.439041,0.239986,0
0.611637,0.068886,0.033951,0.434197,0.109001,0
0.781347,0.051966,0.023848,0.216371,0.097675,0
0.701574,0.048734,0.028554,0.243671,0.131862,0
0.639763,0.072563,0.040121,0.471263,0.070518,0
0.672979,0.052564,0.027056,0.256987,0.249325,0
0.846036,0.059357,0.030713,0.310094,0.067081,0
0.619765,0.057136,0.025532,0.256837,0.172599,0
0.620992,0.058338,0.034142,0.376321,0.107965,0
0.688119,0.066017,0.039068,0.429277,0.099105,0
0.757746,0.053329,0.025506,0.29119,0.189946,0
0.750963,0.043621,0.022594,0.224852,0.097501,0
0.627582,0.063066,0.032905,0.412432,0.173378,0
0.812754,0.059704,0.031879,0.38171,0.115718,0
0.724578,0.04954,0.022792,0.241741,0.06548,0
0.65755,0.057933,0.034642,0.249597,0.07894,0
0.759606,0.045833,0.021353,0.236902,0.110442,0
0.6278,0.056345,0.03131,0.381071,0.212346,0
0.705412,0.058125,0.036283,0.330215,0.108067,0
0.665324,0.051886,0.029944,0.364865,0.119822,0
0.625187,0.064752,0.034631,0.395057,0.174371,0
0.767205,0.053871,0.02721,0.316382,0.193451,0
0.756567,0.053583,0.031361,0.377606,0.269658,0
0.734758,0.062516,0.032199,0.375932,0.190227,0
0.64416,0.045152,0.022811,0.266409,0.099363,0
0.873316,0.069559,0.036542,0.453282,0.119231,0
0.485544,0.05845,0.034136,0.351131,0.057556,0
0.724053,0.056388,0.031592,0.327634,0.203897,0
0.716801,0.060714,0.033822,0.354275,0.264648,0
0.614208,0.057787,0.034003,0.373635,0.186511,0
0.660389,0.057023,0.032818,0.351544,0.150528,0
0.706411,0.051273,0.027831,0.320055,0.159187,0
0.61106,0.064786,0.032526,0.361103,0.118751,0
0.704556,0.065838,0.034599,0.308476,0.050858,0
0.74381,0.058523,0.031433,0.414525,0.108562,0
0.721273,0.074877,0.039052,0.475483,0.131446,0
0.739406,0.048065,0.026053,0.284207,0.080899,0
0.670616,0.04954,0.026179,0.284942,0.166572,0
0.61702,0.068597,0.03252,0.423555,0.109621,0
0.765818,0.05899,0.031655,0.350439,0.215484,0
0.646191,0.055534,0.031539,0.367495,0.179308,0
0.723226,0.052855,0.028319,0.328886,0.13165,0
0.854353,0.076681,0.043343,0.480051,0.0591,0
0.692203,0.05834,0.033304,0.381956,0.205779,0
0.542654,0.073922,0.043522,0.464534,0.042856,0
0.852739,0.056759,0.030648,0.352852,0.082014,0
0.71867,0.059069,0.02958,0.375124,0.197151,0
0.757343,0.048963,0.023294,0.23861,0.173894,0
0.638523,0.04461,0.020849,0.234791,0.298703,0
0.576556,0.064651,0.035139,0.466299,0.13605,0
0.730306,0.068833,0.036984,0.469759,0.185112,0
0.728099,0.054131,0.025726,0.313039,0.200444,0
0.597207,0.053063,0.028446,0.315168,0.163072,0
0.768788,0.045094,0.022747,0.272366,0.082581,0
0.714635,0.059887,0.031415,0.372477,0.106671,0
0.675605,0.058374,0.031903,0.373492,0.15945,0
0.758159,0.053352,0.029547,0.27925,0.074666,0
0.713063,0.069253,0.039934,0.463259,0.152835,0
0.576409,0.072534,0.039898,0.447104,0.229138,0
0.747989,0.051207,0.026045,0.314877,0.154183,0
0.610889,0.0477,0.026098,0.2873,0.188937,0
0.758148,0.054318,0.026415,0.306544,0.156883,0
0.772379,0.056037,0.032721,0.417518,0.234121,0
0.597905,0.067887,0.038892,0.485286,0.124962,0
0.61956,0.067648,0.034331,0.421593,0.193481,0
0.603243,0.068308,0.032872,0.455268,0.106687,0
0.688746,0.070329,0.036351,0.458194,0.128324,0
0.77236,0.048386,0.022941,0.252179,0.177628,0
0.753724,0.040185,0.021516,0.175069,0.101515,0
0.771385,0.054665,0.02958,0.354399,0.100823,0
0.680179,0.061042,0.033358,0.448814,0.189172,0
0.783573,0.071265,0.035671,0.433889,0.27642,0
0.554885,0.0634,0.035247,0.404082,0.246516,0
0.66589,0.058179,0.032138,0.351316,0.122548,0
0.60576,0.070279,0.03764,0.457493,0.135412,0
0.786559,0.040686,0.024776,0.222559,0.106644,0
0.802735,0.070818,0.035172,0.475184,0.15452,0
0.738468,0.043793,0.026395,0.246553,0.113369,0
0.665919,0.074592,0.041036,0.506282,0.150392,0
0.685763,0.066654,0.034952,0.406549,0.096681,0
0.77863,0.068297,0.036062,0.407759,0.183477,0
0.772234,0.057782,0.030801,0.321466,0.050897,0
0.747985,0.06494,0.03611,0.422173,0.188329,0
0.622897,0.068164,0.035328,0.437424,0.221198,0
0.755432,0.058479,0.030178,0.383736,0.178097,0
0.631442,0.068212,0.037139,0.424821,0.174211,0
0.676019,0.062245,0.032462,0.336338,0.164988,0
0.594511,0.06618,0.03683,0.414966,0.139953,0
0.642825,0.068227,0.039315,0.520743,0.139693,0
0.661836,0.062533,0.033412,0.454606,0.206405,0
0.678443,0.061138,0.032015,0.382971,0.163465,0
0.72032,0.060191,0.033951,0.448428,0.154097,0
0.671059,0.073263,0.03934,0.427512,0.130037,0
0.776016,0.069848,0.040536,0.550028,0.080095,0
0.732748,0.055968,0.02939,0.359447,0.198444,0
0.681797,0.050118,0.030389,0.272366,0.083427,0
0.48607,0.065132,0.031879,0.432013,0.06546,0
0.698511,0.072639,0.039942,0.490458,0.094929,0
0.725954,0.057212,0.033674,0.298274,0.132771,0
0.69556,0.072293,0.038658,0.462416,0.164145,0
0.832888,0.065838,0.039133,0.458283,0.141835,0
0.671469,0.067375,0.039357,0.465408,0.151679,0
0.794491,0.072994,0.042321,0.483152,0.188235,0
0.624789,0.064715,0.036758,0.434639,0.162489,0
0.837468,0.052861,0.026179,0.274848,0.100896,0
0.774278,0.066287,0.032286,0.392262,0.25033,0
0.81239,0.064555,0.035894,0.439823,0.192309,0
0.757356,0.069257,0.037375,0.431124,0.222878,0
0.780274,0.057225,0.036492,0.298231,0.174118,0
0.821337,0.061172,0.032841,0.376566,0.177478,0
0.630325,0.05416,0.026179,0.250524,0.241194,0
0.650895,0.064651,0.037244,0.379757,0.218666,0
0.75179,0.058202,0.027637,0.302648,0.083736,0
0.692867,0.056124,0.03108,0.315455,0.199155,0
0.79089,0.057542,0.031731,0.354535,0.157631,0
0.678389,0.068404,0.041804,0.367761,0.17211,0
0.621837,0.065776,0.035097,0.386796,0.206017,0
0.712556,0.057641,0.026383,0.313838,0.15414,0
0.599102,0.063015,0.033606,0.381136,0.109352,0
0.793691,0.058895,0.035765,0.403287,0.096993,0
0.743332,0.061997,0.032564,0.382334,0.145117,0
0.901332,0.058267,0.030713,0.376871,0.143253,0
0.861296,0.056759,0.026665,0.32118,0.09715,0
0.634603,0.053662,0.025398,0.322829,0.142711,0
0.513555,0.074949,0.046905,0.515279,0.090435,0
0.792105,0.058472,0.033563,0.321037,0.175817,0
0.391304,0.053005,0.030065,0.316713,0.044726,0
0.614854,0.0628,0.033578,0.384009,0.217538,0
0.592498,0.066807,0.031685,0.387005,0.194562,0
0.719324,0.06377,0.034926,0.376777,0.150495,0
0.776622,0.054738,0.023373,0.308696,0.196349,0
0.763067,0.05812,0.026087,0.319928,0.20445,0
0.601345,0.059454,0.035571,0.387314,0.116724,0
0.810912,0.059935,0.030806,0.381767,0.193904,0
0.577651,0.059802,0.033154,0.397157,0.172917,0
0.74994,0.064093,0.03583,0.379195,0.131597,0
0.640971,0.054975,0.034904,0.347237,0.223501,0
0.715042,0.073464,0.043574,0.450934,0.083288,0
0.749029,0.070329,0.043019,0.41209,0.237416,0
0.734486,0.05449,0.028246,0.357151,0.124082,0
0.64999,0.066624,0.038701,0.38963,0.169761,0
0.695992,0.064591,0.032755,0.448512,0.182288,0
0.658614,0.075175,0.039349,0.50622,0.107978,0
0.706339,0.056937,0.030369,0.333147,0.157113,0
0.706156,0.038985,0.019846,0.189834,0.121792,0
0.765467,0.03859,0.016416,0.135993,0.057841,0
0.777469,0.05383,0.02766,0.302246,0.155344,0
0.766085,0.06263,0.037909,0.399522,0.18858,0
0.758198,0.052019,0.025936,0.255323,0.135456,0
0.757855,0.052597,0.028012,0.275918,0.149503,0
0.715526,0.044978,0.024474,0.248141,0.154764,0
0.626911,0.054834,0.033628,0.313844,0.173879,0
0.659105,0.057278,0.030946,0.349092,0.202906,0
0.704547,0.06048,0.031972,0.374039,0.145502,0
0.617957,0.05799,0.030014,0.314744,0.159465,0
0.817448,0.06133,0.033412,0.346773,0.14041,0
0.577323,0.046653,0.020998,0.216106,0.078067,0
0.692824,0.048759,0.025132,0.265241,0.126433,0
0.755037,0.051376,0.031129,0.292105,0.118495,0
0.69116,0.049388,0.025089,0.270381,0.145673,0
0.691153,0.06555,0.034901,0.419362,0.117139,0
0.775351,0.052211,0.02653,0.28086,0.11183,0
0.659633,0.05091,0.030497,0.295714,0.10329,0
0.671036,0.051515,0.026691,0.333783,0.162748,0
0.574882,0.054368,0.029288,0.353328,0.130067,0
0.622638,0.054593,0.029715,0.311748,0.137158,0
0.783722,0.051735,0.026938,0.292847,0.164623,0
0.730181,0.049488,0.029359,0.279346,0.098865,0
0.916147,0.055315,0.024236,0.365692,0.051814,0
0.704505,0.056914,0.02867,0.377963,0.111487,0
0.677114,0.052897,0.026868,0.331398,0.111381,0
0.681401,0.066423,0.036632,0.420188,0.138019,0
0.740324,0.052675,0.027382,0.329383,0.097192,0
0.715379,0.049427,0.024017,0.28311,0.165633,0
0.727499,0.056999,0.030227,0.4,0.116211,0
0.632985,0.055945,0.027592,0.383864,0.183312,0
0.989599,0.047038,0.024668,0.268174,0.01677,0
0.740625,0.063264,0.035056,0.442257,0.128072,0
0.654277,0.065421,0.033304,0.455614,0.112766,0
0.825959,0.047086,0.020998,0.273359,0.116322,0
0.911168,0.065132,0.038161,0.441478,0.059318,0
0.75832,0.059646,0.027563,0.35781,0.245267,0
0.764513,0.048309,0.024042,0.299945,0.199078,0
0.726513,0.054582,0.029824,0.346379,0.152181,0
0.549927,0.068597,0.031062,0.423836,0.136359,0
0.794424,0.061565,0.031056,0.379981,0.271445,0
0.640949,0.07543,0.043235,0.501931,0.112828,0
0.708306,0.064813,0.034822,0.400704,0.138921,0
0.753566,0.054738,0.028662,0.30866,0.237874,0
0.634871,0.058354,0.030304,0.338311,0.183051,0
0.822029,0.0716,0.034599,0.440816,0.186747,0
0.76918,0.060512,0.025532,0.279647,0.201976,0
0.755063,0.056085,0.026251,0.344071,0.247146,0
0.834305,0.067788,0.032526,0.486288,0.219804,0
